1,2025-03-02 09:46:04.489976,2025-03-02 09:46:04.489976,Togapi,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Togapi-EfgYLPcSx87aetGdzi3R4UssAhkmfY,7,BASIC,,UNKNOWN,false
2,2025-03-02 09:50:51.984796,2025-03-02 09:54:48.194541,Bulbasaur,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Bulbasaur-zQ6UBSct3EH91VmykxUGnLtuQcuvlt,9,BASIC,,UNKNOWN,false
3,2025-03-02 09:58:21.107032,2025-03-02 09:58:47.818746,Ivysaur,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Ivysaur-w5NME4t0wtlRzXpsFwveEAmT8GGKMb,9,STAGE_1,2,UNKNOWN,false
4,2025-03-02 10:03:52.893938,2025-03-02 10:03:52.893938,Venusaur,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Venusaur-BDmw4E1S3evcI2bVL5Fy8ylU40Sn5O,9,STAGE_2,3,UNKNOWN,false
5,2025-03-02 10:06:28.518505,2025-03-02 10:06:28.518505,Rhyhorn,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Rhyhorn-Mq1rbLP5y2B7hpJyH25y3Q4RJRy1Yr,3,BASIC,,UNKNOWN,false
6,2025-03-02 10:07:56.078523,2025-03-02 10:11:22.45869,Sizzlipede,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Sizzlipede-rwPPXfVQxl1yCOZhgggrr4bjUu0CPt,1,BASIC,,UNKNOWN,false
7,2025-03-02 10:12:01.553181,2025-03-02 11:59:08.258736,Pidgey,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Pidgey-9jjvV6igP66gN8XQabVNRdW3tLVaPb,6,BASIC,,UNKNOWN,false
8,2025-03-02 10:13:13.483387,2025-03-02 12:01:20.029452,Mewtwo,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Mewtwo-UBy80rEQr0POsDraJfu4r8RlcExqkO,7,BASIC,,UNKNOWN,false
9,2025-03-02 10:13:37.572508,2025-03-02 12:04:00.103475,Spearow,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Spearow-O4qhc26lzZ4QHOY8lyeial9TvBb0tD,6,BASIC,,UNKNOWN,false
10,2025-03-02 10:13:55.906243,2025-03-02 12:15:12.42028,Eevee,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Eevee-niRXVhijJucjR20IWbmoRbJD1trmBx,6,BASIC,,UNKNOWN,false
11,2025-03-02 10:14:25.311388,2025-03-02 12:17:03.550892,Grimer,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Grimer-UOZW7DuHmVblMTmmaiRjDuvNPEqe1M,10,BASIC,,UNKNOWN,false
12,2025-03-02 10:14:52.746964,2025-03-02 12:18:56.017243,Porygon,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Porygon-TAFLbaamoyCmSnDJDGzvgNvus9MmBU,6,BASIC,,UNKNOWN,false
13,2025-03-02 10:15:17.840657,2025-03-02 12:20:47.195259,Zapdos,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Zapdos-9sRgHwZohLKTqonjTlNhxJYtROmrOu,4,BASIC,,UNKNOWN,false
14,2025-03-02 10:16:24.027048,2025-03-02 10:18:08.849321,Geodude,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Geodude-urGZopYjgDF0gm34lQmnhVO0PO0fZW,3,BASIC,,UNKNOWN,false
15,2025-03-02 10:18:53.934234,2025-03-02 12:22:44.660943,Graveler,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Graveler-7scQlbQ9ZPFKGBVAlm3yXTbyoAI2FV,3,STAGE_1,14,UNKNOWN,false
16,2025-03-02 11:41:56.595821,2025-03-02 11:43:49.035271,Cubone,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Cubone-ATt4HMEDQn8ZM0wyYzGdzqytdfVt3M,3,BASIC,,UNKNOWN,false
17,2025-03-02 11:44:33.107207,2025-03-02 12:25:54.625859,Marowak,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Marowak-q7cnUc8DSzna03A7HwASagkwuZwFx2,3,STAGE_1,16,UNKNOWN,false
18,2025-03-02 11:46:00.449282,2025-03-02 12:27:43.563238,Golett,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Golett-gngc1tcvcNYDm3Fs6XLms1IGg577Kw,7,BASIC,,UNKNOWN,false
19,2025-03-02 11:46:46.148704,2025-03-02 11:49:05.225926,Squirtle,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Squirtle-fJzUatAm8iCK06w5UPVXbRr86NWLKF,2,BASIC,,UNKNOWN,false
20,2025-03-02 11:52:48.095883,2025-03-02 12:29:30.935368,Wartortle,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Wartortle-GWqQ4uBTuytCXSrYaaakjMYPQU0Fmr,2,STAGE_1,19,UNKNOWN,false
21,2025-03-02 11:53:34.920633,2025-03-02 12:31:36.331613,Seel,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Seel-vLxYq9V9cQLGJZAl4QhbeXyGmRWlAf,2,BASIC,,UNKNOWN,false
22,2025-03-02 11:54:37.319043,2025-03-02 11:56:29.141187,Jigglypuff,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Jigglypuff-JEFk38lxijvgDlLZEhW6E9Yr8MqBiY,6,BASIC,,UNKNOWN,false
